college_tier,cgpa,internships,github_projects,backlogs,hackathons,certifications,advanced_skills,intermediate_skills,basic_skills,aptitude_score,job_role,salary_lpa,college_tier_encoded,job_role_encoded,academic_score,total_skills,experience_score
Tier 3,6.12,1,2,1,0,1,2,0,2,53.0,Junior Developer,8.92,1,4,0.4094,8,8.0
Tier 1,7.3,0,1,0,2,1,1,0,0,52.9,Data Scientist,15.85,3,2,0.5269,3,6.0
Tier 3,6.29,0,2,1,2,3,0,1,2,43.4,Junior Developer,7.37,1,4,0.3718,4,10.0
Tier 3,5.77,0,3,1,1,3,0,0,1,28.5,Junior Developer,4.62,1,4,0.235,1,10.5
Tier 2,7.81,0,2,0,1,3,2,0,2,58.0,Software Engineer,15.86,2,6,0.6069,8,8.5
Tier 1,6.17,0,2,0,2,3,1,2,1,41.2,Backend Developer,9.77,3,0,0.3473,8,10.0
Tier 2,5.24,3,1,1,1,0,1,1,1,37.7,Junior Developer,4.68,2,4,0.2344,6,12.5
Tier 2,8.34,2,2,0,1,3,0,2,0,59.7,Backend Developer,10.78,2,0,0.6696,4,14.5
Tier 1,5.86,1,1,0,3,4,1,2,0,41.0,Junior Developer,5.5,3,4,0.3152,7,13.5
Tier 3,6.37,1,2,1,0,0,1,0,0,55.0,Software Engineer,9.16,1,6,0.4458,3,7.0
Tier 2,6.66,1,1,0,1,3,1,0,0,37.9,Junior Developer,9.1,2,4,0.3775,3,9.5
Tier 1,5.49,1,4,0,1,2,1,3,0,36.4,Junior Developer,4.81,3,4,0.252,9,14.5
Tier 1,9.28,3,2,0,0,3,2,2,2,74.4,Backend Developer,17.33,3,0,0.8472,12,16.0
Tier 2,8.41,2,0,0,3,3,2,1,3,59.1,Data Analyst,12.97,2,1,0.6731,11,13.5
Tier 2,7.03,3,0,0,2,1,1,1,0,51.4,Data Scientist,15.81,2,2,0.4913,5,13.0
Tier 3,6.65,0,5,1,1,3,0,0,2,41.0,Junior Developer,6.5,1,4,0.3942,2,14.5
Tier 3,9.08,3,2,0,1,2,1,2,2,71.8,Software Engineer,21.4,1,6,0.8124,9,16.5
Tier 1,5.82,1,0,0,0,2,1,2,0,51.4,Junior Developer,6.14,3,4,0.3703,7,5.0
Tier 3,7.0,1,4,1,2,3,1,0,0,49.5,Data Scientist,12.3,1,2,0.4775,3,17.0
Tier 2,8.48,1,3,0,0,3,1,2,2,63.8,DevOps Engineer,19.16,2,3,0.7069,9,12.0
Tier 2,7.55,2,1,1,2,1,2,0,1,55.0,Data Scientist,16.12,2,2,0.5638,7,12.0
Tier 3,7.16,0,3,0,0,1,1,3,0,49.1,Web Developer,14.31,1,7,0.4912,9,7.0
Tier 2,7.1,2,3,0,2,1,1,2,1,49.6,Backend Developer,16.59,2,0,0.4881,8,16.0
Tier 1,5.34,0,4,1,2,1,0,3,1,40.7,Junior Developer,3.36,3,4,0.2615,7,12.0
Tier 2,6.88,1,5,1,2,2,0,0,1,45.2,Data Analyst,6.44,2,1,0.4411,1,18.0
Tier 1,6.29,1,1,0,3,5,1,1,1,51.2,Junior Developer,8.77,3,4,0.4162,6,14.5
Tier 1,9.73,0,2,0,3,1,1,1,1,77.4,Backend Developer,17.24,3,0,0.9093,6,9.5
Tier 1,6.75,0,1,0,1,3,0,2,1,42.9,Software Engineer,8.0,3,6,0.415,5,6.5
Tier 2,7.15,2,1,0,0,1,0,0,1,45.6,DevOps Engineer,6.28,2,3,0.4703,1,9.0
Tier 3,7.16,2,0,0,0,0,0,1,2,40.3,DevOps Engineer,7.31,1,3,0.4412,4,6.0
Tier 3,7.38,0,2,0,2,2,1,2,0,56.4,Backend Developer,13.62,1,0,0.5548,7,9.0
Tier 3,6.38,0,3,1,0,2,0,0,1,36.2,Data Analyst,6.2,1,1,0.3398,1,8.0
Tier 2,5.92,2,3,2,2,5,0,1,1,33.6,Junior Developer,4.56,2,4,0.2791,3,20.0
Tier 2,7.51,1,3,1,0,2,1,2,1,53.1,Backend Developer,15.65,2,0,0.549,8,11.0
Tier 2,6.76,1,2,1,1,1,1,0,1,63.7,DevOps Engineer,10.36,2,3,0.5343,4,9.5
Tier 2,6.25,1,5,0,1,2,1,2,1,47.7,Backend Developer,9.93,2,0,0.3923,8,16.5
Tier 2,8.19,0,2,0,0,3,1,1,1,55.9,Data Scientist,18.78,2,2,0.6329,6,7.0
Tier 2,7.06,0,5,2,0,1,0,3,0,44.5,Backend Developer,10.08,2,0,0.4551,6,11.0
Tier 2,9.55,1,0,0,0,1,2,1,1,82.8,DevOps Engineer,19.58,2,3,0.922,9,4.0
Tier 1,5.12,1,4,0,3,4,1,2,0,41.9,Junior Developer,4.43,3,4,0.2463,7,19.5
Tier 3,6.01,0,3,2,1,5,2,2,1,45.8,Software Engineer,9.7,1,6,0.3575,11,12.5
Tier 3,6.66,2,1,0,2,1,0,1,0,41.6,Web Developer,7.49,1,7,0.3986,2,12.0
Tier 2,7.13,1,3,0,1,1,0,2,1,50.4,Software Engineer,10.16,2,6,0.4956,5,11.5
Tier 2,5.66,2,3,3,2,0,0,2,0,45.6,Web Developer,4.62,2,7,0.3213,4,15.0
Tier 3,6.85,4,1,2,1,1,1,0,0,54.0,Junior Developer,8.74,1,4,0.4881,3,16.5
Tier 3,9.17,1,2,0,2,4,1,2,1,71.0,Data Scientist,20.8,1,2,0.8169,8,14.0
Tier 2,5.83,2,2,3,2,2,2,1,0,57.3,Web Developer,6.01,2,7,0.4049,8,15.0
Tier 2,6.68,1,1,1,3,2,0,3,0,52.7,DevOps Engineer,8.51,2,3,0.4637,6,11.5
Tier 3,5.03,1,3,0,2,4,1,2,0,28.5,Junior Developer,4.08,1,4,0.161,7,16.0
Tier 1,6.51,0,3,0,0,3,2,1,2,40.5,DevOps Engineer,10.05,3,3,0.3773,10,9.0
Tier 3,8.71,1,0,1,0,1,0,1,1,52.1,Data Analyst,10.2,1,1,0.6633,3,4.0
Tier 3,6.46,0,3,1,3,3,1,0,1,51.0,Junior Developer,8.63,1,4,0.4321,4,13.5
Tier 3,5.29,1,1,0,1,0,0,1,0,33.9,Junior Developer,3.67,1,4,0.2178,2,6.5
Tier 3,5.41,0,3,1,0,1,0,1,0,31.5,Junior Developer,3.28,1,4,0.2161,2,7.0
Tier 3,5.9,1,1,0,1,2,1,2,1,42.3,Web Developer,5.94,1,7,0.3266,8,8.5
Tier 3,7.26,1,6,0,1,2,2,2,1,53.5,Software Engineer,16.15,1,6,0.5263,11,18.5
Tier 3,7.04,3,1,0,1,3,2,1,0,45.5,Backend Developer,16.17,1,0,0.4588,8,15.5
Tier 1,6.84,0,1,2,1,1,1,1,0,53.6,Backend Developer,10.26,3,0,0.4849,5,4.5
Tier 2,5.5,1,1,1,0,1,4,0,0,47.9,Junior Developer,6.29,2,4,0.3184,12,6.0
Tier 1,5.35,2,2,1,0,3,1,2,0,34.8,Junior Developer,4.84,3,4,0.2289,7,13.0
Tier 2,7.17,0,1,0,1,1,2,0,1,54.7,Data Analyst,12.88,2,1,0.5241,7,4.5
Tier 2,6.95,0,3,2,2,2,1,0,3,60.6,Data Analyst,9.8,2,1,0.5357,6,11.0
Tier 3,7.46,3,1,0,3,3,2,1,1,59.4,Backend Developer,16.04,1,0,0.5799,9,18.5
Tier 2,8.02,2,2,2,3,0,1,1,3,70.2,DevOps Engineer,19.52,2,3,0.6973,8,14.5
Tier 2,8.94,0,1,1,0,2,0,4,0,60.6,DevOps Engineer,10.13,2,3,0.7347,8,4.0
Tier 3,4.0,2,1,0,0,0,1,0,2,36.5,Junior Developer,4.14,1,4,0.1036,5,8.0
Tier 2,7.22,0,6,1,1,3,2,1,0,65.8,Data Scientist,16.35,2,2,0.5923,8,16.5
Tier 3,6.9,0,1,2,1,3,1,1,1,56.1,DevOps Engineer,9.41,1,3,0.5051,6,6.5
Tier 1,7.49,2,2,0,1,2,0,3,2,57.7,Backend Developer,10.05,3,0,0.5732,8,13.5
Tier 1,7.42,1,5,1,2,2,0,0,1,48.8,Data Analyst,6.55,3,1,0.5155,1,18.0
Tier 3,6.85,1,2,3,1,3,1,1,1,47.0,Backend Developer,10.49,1,0,0.4483,6,11.5
Tier 3,7.43,1,3,0,1,0,1,1,1,53.1,Junior Developer,8.99,1,4,0.541,6,10.5
Tier 2,7.03,1,1,0,0,1,0,2,0,40.8,Backend Developer,10.38,2,0,0.431,4,6.0
Tier 1,6.31,1,1,1,1,1,2,1,1,47.5,Backend Developer,9.92,3,0,0.3971,9,7.5
Tier 3,8.92,0,3,0,2,4,0,2,0,67.3,Web Developer,10.68,1,7,0.7708,4,13.0
Tier 2,6.5,1,0,0,2,0,0,1,2,48.3,DevOps Engineer,8.06,2,3,0.4207,4,6.0
Tier 3,5.78,2,4,0,0,4,0,2,2,41.7,Junior Developer,4.75,1,4,0.3111,6,18.0
Tier 2,8.94,0,1,0,1,2,0,1,2,66.4,Data Analyst,10.19,2,1,0.7677,4,5.5
Tier 3,9.01,0,0,0,2,4,1,2,2,55.6,DevOps Engineer,17.97,1,3,0.7132,9,7.0
Tier 3,7.5,0,2,1,1,2,0,4,1,43.5,Backend Developer,9.77,1,0,0.4934,9,7.5
Tier 2,8.62,2,2,1,2,3,1,1,3,69.7,Data Analyst,13.16,2,1,0.7545,8,16.0
Tier 1,6.62,1,2,2,2,3,2,2,1,60.8,Web Developer,10.38,3,7,0.5038,11,13.0
Tier 1,6.87,2,5,1,2,2,0,2,2,45.8,Junior Developer,7.34,3,4,0.4435,6,21.0
Tier 2,8.58,1,2,1,1,2,1,1,0,61.7,Backend Developer,17.38,2,0,0.7049,5,10.5
Tier 2,6.82,0,1,1,2,4,0,2,2,56.8,Backend Developer,8.08,2,0,0.5011,6,9.0
Tier 2,6.39,0,1,0,1,2,2,2,1,51.8,Junior Developer,9.08,2,4,0.4296,11,5.5
Tier 2,4.95,1,5,1,1,2,0,1,0,50.5,Junior Developer,3.63,2,4,0.2782,2,16.5
Tier 2,6.25,0,1,1,1,3,0,2,3,48.8,Backend Developer,8.04,2,0,0.3985,7,6.5
Tier 2,6.62,0,4,1,1,4,0,1,1,46.5,Junior Developer,8.56,2,4,0.4225,3,13.5
Tier 2,7.5,2,2,0,1,4,1,1,2,53.0,Software Engineer,16.21,2,6,0.5474,7,15.5
Tier 3,7.03,0,0,1,3,1,2,1,0,48.0,Backend Developer,12.73,1,0,0.472,8,5.5
Tier 2,8.24,1,0,0,2,3,0,0,1,46.4,Data Analyst,6.22,2,1,0.5839,1,9.0
Tier 3,9.34,0,1,0,1,2,0,1,1,67.0,Backend Developer,10.22,1,0,0.8111,3,5.5
Tier 1,5.84,2,3,2,1,2,2,1,1,48.0,Junior Developer,6.36,3,4,0.353,9,15.5
Tier 3,6.47,1,1,1,0,1,0,1,1,43.2,Junior Developer,5.75,1,4,0.3887,3,6.0
Tier 3,5.36,1,3,1,0,1,0,2,2,46.7,Junior Developer,3.61,1,4,0.2976,6,10.0
Tier 3,7.12,0,2,1,1,3,0,3,0,50.5,DevOps Engineer,8.91,1,3,0.4952,6,8.5
Tier 3,4.85,3,3,2,1,4,1,0,0,26.2,Junior Developer,4.48,1,4,0.13,3,20.5
Tier 2,7.02,0,1,0,3,3,3,0,2,53.1,Data Scientist,16.31,2,2,0.5,11,9.5
Tier 1,7.53,2,1,1,1,1,0,1,0,58.7,Software Engineer,10.59,3,6,0.5829,2,10.5
Tier 2,4.15,0,4,0,0,1,0,1,0,41.3,Junior Developer,3.39,2,4,0.1459,2,9.0
Tier 3,5.28,3,0,1,1,2,2,0,1,51.4,Junior Developer,4.78,1,4,0.3163,7,12.5
Tier 3,7.58,1,4,0,3,3,1,1,2,63.5,DevOps Engineer,16.08,1,3,0.6152,7,18.5
Tier 2,4.66,0,3,2,1,0,2,1,0,38.7,Junior Developer,4.53,2,4,0.1821,8,7.5
Tier 2,8.2,2,0,1,1,3,0,3,0,59.0,DevOps Engineer,10.34,2,3,0.6516,6,10.5
Tier 2,8.41,0,1,1,0,1,0,1,0,59.6,Web Developer,9.71,2,7,0.676,2,3.0
Tier 1,7.11,1,2,0,3,2,2,1,2,54.2,Data Scientist,16.26,3,2,0.5153,10,13.5
Tier 3,7.5,2,0,1,4,3,2,2,1,61.7,Backend Developer,15.98,1,0,0.5969,11,15.0
Tier 3,7.09,0,1,0,2,1,2,2,1,54.9,DevOps Engineer,15.7,1,3,0.5173,11,6.0
Tier 3,7.0,0,2,2,1,2,0,2,3,43.2,DevOps Engineer,7.17,1,3,0.4417,7,7.5
Tier 2,5.1,1,1,2,4,1,0,2,0,38.2,Junior Developer,3.55,2,4,0.2232,4,12.0
Tier 1,5.9,1,0,1,0,2,1,0,2,53.4,Junior Developer,5.62,3,4,0.3897,5,5.0
Tier 3,9.37,2,0,0,4,5,2,0,2,76.1,ML Engineer,22.87,1,5,0.8659,8,17.0
Tier 2,7.17,2,2,0,3,3,1,1,0,56.7,DevOps Engineer,15.93,2,3,0.5355,5,17.5
Tier 2,8.67,0,1,0,1,2,0,0,1,65.7,DevOps Engineer,6.89,2,3,0.7367,1,5.5
Tier 2,5.07,0,0,1,2,4,0,1,0,33.1,Junior Developer,3.7,2,4,0.1912,2,7.0
Tier 2,6.39,0,2,0,2,1,2,1,2,47.6,Backend Developer,9.9,2,0,0.4057,10,8.0
Tier 2,6.79,0,0,2,3,1,0,0,1,43.8,Backend Developer,6.46,2,0,0.4241,1,5.5
Tier 2,7.65,3,4,1,0,0,0,2,2,40.5,Data Analyst,10.18,2,1,0.4913,6,17.0
Tier 1,6.2,1,1,3,1,0,2,1,2,51.7,Junior Developer,8.71,3,4,0.41,10,6.5
Tier 2,8.38,0,2,1,2,2,2,3,1,49.6,Data Scientist,23.54,2,2,0.6161,13,9.0
Tier 2,6.35,2,1,1,3,5,0,1,0,43.5,Web Developer,7.59,2,7,0.3784,2,17.5
Tier 2,7.34,0,4,0,0,3,0,1,0,50.3,Backend Developer,10.3,2,0,0.5161,2,11.0
Tier 2,5.61,2,1,2,1,2,0,0,1,44.2,Junior Developer,4.51,2,4,0.3084,1,11.5
Tier 2,7.83,2,1,1,2,1,0,2,2,61.4,DevOps Engineer,9.97,2,3,0.6282,6,12.0
Tier 2,6.42,0,3,0,2,1,1,1,3,46.0,Data Analyst,10.04,2,1,0.3996,8,10.0
Tier 3,5.2,1,3,2,1,3,0,0,3,42.2,Junior Developer,3.72,1,4,0.256,3,13.5
Tier 2,7.43,0,1,0,2,0,2,2,0,64.3,Software Engineer,16.03,2,6,0.6047,10,5.0
Tier 2,8.21,0,2,0,3,1,1,2,3,64.6,Web Developer,15.44,2,7,0.6844,10,9.5
Tier 3,6.86,1,2,1,4,1,0,0,1,60.0,Data Analyst,7.01,1,1,0.5233,1,14.0
Tier 2,6.8,2,0,0,1,1,1,0,1,46.6,Software Engineer,9.55,2,6,0.441,4,8.5
Tier 2,8.54,1,2,1,2,1,1,0,0,70.0,Data Scientist,22.03,2,2,0.7482,3,11.0
Tier 3,7.02,4,3,0,3,2,1,0,0,47.3,Data Scientist,15.22,1,2,0.467,3,24.5
Tier 3,8.75,0,0,0,2,2,1,1,3,68.2,DevOps Engineer,16.43,1,3,0.7589,8,5.0
Tier 1,4.54,2,1,1,0,1,1,0,0,40.2,Junior Developer,4.93,3,4,0.1786,3,9.0
Tier 1,6.5,0,1,1,1,3,0,3,1,45.3,DevOps Engineer,7.6,3,3,0.4036,7,6.5
Tier 1,7.82,1,3,1,0,0,1,0,0,57.5,Data Scientist,16.02,3,2,0.605,3,9.0
Tier 3,8.79,0,1,0,2,0,0,1,0,60.3,Backend Developer,10.14,1,0,0.718,2,5.0
Tier 2,7.22,2,0,2,2,3,3,2,0,66.1,Data Scientist,15.8,2,2,0.594,13,12.0
Tier 2,7.5,1,1,0,1,2,0,0,1,49.3,Data Analyst,6.45,2,1,0.5264,1,8.5
Tier 3,7.05,1,1,0,1,0,0,2,0,56.9,Backend Developer,8.23,1,0,0.5246,4,6.5
Tier 2,7.74,0,1,1,3,2,1,0,2,59.4,Data Scientist,15.87,2,2,0.6079,5,8.5
Tier 3,7.9,1,2,0,0,1,0,2,3,54.3,Backend Developer,9.59,1,0,0.5948,7,8.0
Tier 3,5.66,2,2,2,1,1,2,0,2,55.6,Junior Developer,5.44,1,4,0.3782,8,12.5
Tier 2,7.14,0,3,3,3,1,2,1,0,63.1,Data Scientist,15.87,2,2,0.5689,8,11.5
Tier 2,7.29,1,1,0,3,1,1,1,0,53.9,Software Engineer,16.06,2,6,0.5316,5,10.5
Tier 3,7.47,0,2,1,2,1,1,1,3,56.3,Data Analyst,12.72,1,1,0.5632,8,8.0
Tier 3,7.52,2,2,1,2,2,1,1,3,52.7,Backend Developer,14.57,1,0,0.5477,8,15.0
Tier 2,5.87,1,3,1,2,2,1,3,0,51.8,Junior Developer,6.09,2,4,0.3776,9,14.0
Tier 3,6.82,2,0,1,1,0,1,0,0,46.5,Software Engineer,8.48,1,6,0.4425,3,7.5
Tier 2,7.38,1,1,0,1,2,0,1,0,62.4,DevOps Engineer,10.31,2,3,0.5889,2,8.5
Tier 2,8.47,0,3,0,1,4,1,0,3,64.2,Data Analyst,13.32,2,1,0.7082,6,11.5
Tier 2,6.93,0,2,0,0,3,1,1,0,48.1,Backend Developer,10.22,2,0,0.4626,5,7.0
Tier 2,7.65,3,0,0,2,2,0,2,2,52.5,Web Developer,10.16,2,7,0.5596,6,14.0
Tier 3,7.99,1,2,1,1,1,1,2,0,66.4,Software Engineer,14.34,1,6,0.6727,7,9.5
Tier 2,7.89,0,2,0,2,3,1,1,0,61.1,Data Scientist,16.0,2,2,0.6325,5,10.0
Tier 3,6.17,0,1,2,4,3,0,1,0,42.9,Backend Developer,5.82,1,0,0.357,2,11.0
Tier 3,5.72,0,0,1,3,0,2,0,2,55.3,Junior Developer,6.05,1,4,0.3825,8,4.5
Tier 2,7.75,0,2,0,1,3,2,1,2,60.6,Software Engineer,15.77,2,6,0.6157,10,8.5
Tier 2,7.08,4,4,0,0,3,0,1,2,49.3,Data Analyst,9.98,2,1,0.4844,4,23.0
Tier 2,6.84,1,2,0,1,1,0,0,1,51.0,DevOps Engineer,6.61,2,3,0.4701,1,9.5
Tier 2,6.18,0,0,1,0,5,0,1,4,46.4,Backend Developer,8.13,2,0,0.3779,6,5.0
Tier 3,7.05,0,3,0,0,2,1,1,1,61.9,Data Scientist,12.54,1,2,0.5531,6,8.0
Tier 2,8.27,4,0,0,3,3,0,3,3,52.7,Backend Developer,10.4,2,0,0.6227,9,19.5
Tier 3,7.16,0,2,0,0,3,0,3,1,67.6,Backend Developer,9.62,1,0,0.5965,7,7.0
Tier 1,5.65,0,1,0,2,2,1,1,0,44.9,Junior Developer,5.87,3,4,0.3164,5,7.0
Tier 2,6.76,1,3,1,1,2,1,1,2,53.5,Backend Developer,9.73,2,0,0.4763,7,12.5
Tier 3,5.17,2,0,0,3,3,0,0,1,36.8,Junior Developer,3.28,1,4,0.2223,1,13.5
Tier 3,6.79,2,0,0,1,2,1,2,1,53.9,Data Analyst,9.93,1,1,0.4816,8,9.5
Tier 2,5.89,1,2,2,1,3,0,0,2,42.3,Junior Developer,5.05,2,4,0.3256,2,11.5
Tier 3,6.88,2,2,4,2,1,1,2,0,47.1,DevOps Engineer,9.75,1,3,0.4519,7,14.0
Tier 3,5.64,0,2,0,3,1,2,1,1,45.3,Junior Developer,5.74,1,4,0.3176,9,9.5
Tier 2,6.27,0,0,2,2,2,2,1,1,56.3,Software Engineer,9.56,2,6,0.4432,9,5.0
Tier 2,5.48,1,2,2,2,2,0,1,0,29.4,Junior Developer,3.32,2,4,0.2112,2,12.0
Tier 2,8.59,2,1,0,3,0,0,0,1,59.1,Data Analyst,5.95,2,1,0.6911,1,12.5
Tier 3,6.58,0,1,1,1,1,0,3,1,37.0,Junior Developer,7.3,1,4,0.3644,7,4.5
Tier 1,6.77,0,2,0,1,0,1,2,2,54.6,Junior Developer,9.13,3,4,0.4835,9,5.5
Tier 2,7.25,2,0,1,1,1,2,2,0,60.3,Data Scientist,16.36,2,2,0.564,10,8.5
Tier 1,6.07,0,4,1,0,2,0,3,1,39.5,Data Analyst,7.49,3,1,0.3276,7,10.0
Tier 2,6.33,1,1,0,2,7,0,1,0,34.5,Web Developer,7.73,2,7,0.3252,2,15.0
Tier 2,4.83,1,0,1,0,1,0,2,1,32.2,Junior Developer,4.01,2,4,0.1621,5,4.0
Tier 3,6.64,1,1,1,0,2,2,1,0,57.1,Web Developer,10.22,1,7,0.4848,8,7.0
Tier 1,10.0,2,2,1,1,3,0,2,2,56.5,Data Analyst,10.81,3,1,0.8174,6,14.5
Tier 3,5.18,0,3,0,1,2,1,0,0,46.8,Junior Developer,4.06,1,4,0.2802,3,9.5
Tier 2,7.55,1,2,0,1,1,2,1,0,59.3,Data Scientist,16.0,2,2,0.5883,8,9.5
Tier 1,7.71,0,3,0,0,3,1,1,3,55.7,Backend Developer,15.41,3,0,0.5838,8,9.0
Tier 3,6.32,0,4,2,0,1,1,2,1,41.2,Web Developer,9.79,1,7,0.3623,8,9.0
Tier 3,6.26,0,2,0,3,2,0,1,0,38.7,Junior Developer,6.86,1,4,0.3421,2,10.5
Tier 2,7.91,1,1,0,2,3,1,1,1,58.0,Backend Developer,15.81,2,0,0.6169,6,11.0
Tier 1,6.67,1,3,1,3,2,0,1,0,49.2,DevOps Engineer,7.91,3,3,0.4428,2,15.5
Tier 3,4.0,0,3,2,3,0,0,2,0,20.3,Junior Developer,3.48,1,4,0.0114,4,10.5
Tier 1,8.23,1,1,0,2,3,1,0,0,62.6,Data Scientist,23.59,3,2,0.6751,3,11.0
Tier 3,6.42,1,1,1,1,4,0,1,0,50.0,Backend Developer,6.73,1,0,0.4224,2,10.5
Tier 2,7.13,0,3,0,0,1,1,1,3,58.4,Data Analyst,13.02,2,1,0.5412,8,7.0
Tier 3,5.97,2,0,0,5,1,1,1,2,42.1,Junior Developer,5.99,1,4,0.3324,7,14.5
Tier 3,7.14,0,2,0,2,3,1,3,1,63.8,Backend Developer,15.2,1,0,0.5729,10,10.0
Tier 2,8.74,0,1,1,2,0,2,2,1,64.7,Software Engineer,21.81,2,6,0.738,11,5.0
Tier 3,7.9,4,1,0,0,1,0,2,1,52.4,Backend Developer,10.06,1,0,0.584,5,15.0
Tier 2,9.37,0,1,0,3,3,1,2,1,63.1,Backend Developer,17.14,2,0,0.7919,8,9.5
Tier 3,8.14,0,0,2,1,1,2,0,0,67.4,Data Scientist,11.75,1,2,0.6934,6,2.5
Tier 2,7.14,0,0,0,1,3,0,0,1,52.7,DevOps Engineer,6.42,2,3,0.5097,1,4.5
Tier 3,5.34,2,3,2,1,1,1,0,2,40.9,Junior Developer,4.55,1,4,0.2626,5,14.5
Tier 2,9.39,0,4,0,1,4,1,0,1,67.0,Backend Developer,17.51,2,0,0.8161,4,13.5
Tier 3,5.25,2,4,1,2,3,0,0,1,36.0,Junior Developer,3.94,1,4,0.2257,1,20.0
Tier 3,5.95,2,1,2,0,1,1,0,2,40.8,Junior Developer,6.42,1,4,0.323,5,9.0
Tier 2,6.46,1,3,1,2,2,2,1,2,52.3,Data Analyst,10.15,2,1,0.4395,10,14.0
Tier 2,7.07,0,2,0,2,1,2,2,0,50.8,Backend Developer,15.65,2,0,0.4919,10,8.0
Tier 3,7.04,1,5,0,3,2,1,1,2,49.7,Backend Developer,15.14,1,0,0.4827,7,19.5
Tier 3,4.58,1,5,1,0,2,2,0,1,43.4,Junior Developer,4.61,1,4,0.2008,7,15.0
Tier 1,7.38,1,3,0,2,1,1,2,1,53.7,Data Scientist,15.28,3,2,0.5394,8,13.0
Tier 2,5.36,2,2,0,3,1,1,2,1,34.9,Junior Developer,4.51,2,4,0.2305,8,15.5
Tier 2,5.24,1,3,0,1,2,0,3,0,45.0,Junior Developer,3.19,2,4,0.2759,6,12.5
Tier 1,6.77,0,1,2,1,3,0,0,2,41.1,Data Analyst,6.43,3,1,0.4067,2,6.5
Tier 2,6.62,2,3,0,0,2,2,1,2,57.1,DevOps Engineer,9.89,2,3,0.4828,10,14.0
Tier 1,7.04,0,1,0,3,3,0,4,1,53.5,Junior Developer,8.31,3,4,0.5043,9,9.5
Tier 3,4.0,2,0,1,0,4,2,0,0,33.5,Junior Developer,5.05,1,4,0.0865,6,10.0
Tier 1,8.41,1,2,2,0,1,1,1,4,63.7,DevOps Engineer,19.82,3,3,0.6993,9,8.0
Tier 3,6.01,1,0,1,3,0,0,2,1,53.2,Backend Developer,6.43,1,0,0.3996,5,7.5
Tier 2,4.88,0,2,0,0,3,1,0,1,39.9,Junior Developer,4.7,2,4,0.2109,4,7.0
Tier 3,5.67,1,2,0,2,1,1,1,0,45.1,Web Developer,5.86,1,7,0.3195,5,11.0
Tier 2,7.73,1,2,0,2,1,2,2,1,56.2,Backend Developer,15.95,2,0,0.5886,11,11.0
Tier 3,7.26,0,1,1,0,3,0,1,0,55.5,Backend Developer,6.2,1,0,0.5377,2,5.0
Tier 2,7.12,1,4,0,1,2,0,0,1,43.7,DevOps Engineer,5.98,2,3,0.4565,1,14.5
Tier 1,5.18,2,2,2,2,2,0,0,2,35.2,Junior Developer,3.27,3,4,0.2142,2,15.0
Tier 3,4.0,1,3,1,2,0,2,0,0,35.4,Junior Developer,4.38,1,4,0.0973,6,12.0
Tier 3,7.58,1,1,0,2,5,1,0,0,58.6,Data Scientist,12.84,1,2,0.5873,3,13.0
Tier 3,6.32,0,1,1,2,3,0,2,3,49.3,Data Analyst,7.68,1,1,0.4084,7,8.0
Tier 2,6.76,0,1,3,1,1,1,0,1,52.1,DevOps Engineer,10.01,2,3,0.4683,4,4.5
Tier 2,6.14,3,3,0,2,2,2,1,1,55.8,Junior Developer,8.8,2,4,0.4274,9,20.0
Tier 1,9.17,2,1,0,1,1,1,1,1,69.9,Backend Developer,17.24,3,0,0.8106,6,10.5
Tier 2,7.54,2,0,0,2,2,2,0,2,62.2,Web Developer,15.53,2,7,0.6038,8,11.0
Tier 2,6.53,2,2,1,1,3,0,2,0,48.5,Backend Developer,7.65,2,0,0.4248,4,14.5
Tier 2,5.66,0,2,0,1,5,0,1,2,35.8,Junior Developer,4.84,2,4,0.2656,4,10.5
Tier 3,9.35,2,4,2,1,0,1,4,0,69.2,Web Developer,15.28,1,7,0.8246,11,15.5
Tier 1,6.16,0,1,1,1,0,2,1,1,39.7,Backend Developer,10.18,3,0,0.3378,9,3.5
Tier 2,7.87,2,2,1,1,2,0,3,2,52.9,Backend Developer,10.66,2,0,0.5839,8,13.5
Tier 2,7.41,2,3,0,3,0,3,1,1,72.9,Data Scientist,16.23,2,2,0.6517,12,16.5
Tier 1,7.99,0,2,1,3,2,1,1,1,51.9,Data Analyst,13.6,3,1,0.5902,6,10.5
Tier 3,8.86,2,1,0,0,3,2,1,1,71.9,Data Scientist,20.65,1,2,0.791,9,11.0
Tier 3,7.36,1,2,0,2,1,0,1,0,52.9,Backend Developer,8.27,1,0,0.5329,2,11.0
Tier 2,6.29,1,2,1,2,1,1,2,2,49.4,Web Developer,9.94,2,7,0.406,9,11.0
Tier 3,5.76,0,4,1,2,2,1,0,2,46.1,Junior Developer,5.84,1,4,0.3342,5,13.0
Tier 2,9.24,0,1,0,3,1,0,3,0,64.9,Web Developer,10.4,2,7,0.7891,6,7.5
Tier 1,7.82,0,1,0,1,3,1,0,1,54.1,Data Analyst,12.94,3,1,0.5857,4,6.5
Tier 3,7.87,0,0,0,0,0,0,2,0,57.8,Backend Developer,7.0,1,0,0.6118,4,0.0
Tier 2,6.55,1,4,1,3,1,1,2,0,47.6,Software Engineer,9.6,2,6,0.4217,7,16.5
Tier 2,7.4,0,3,1,1,4,0,0,1,50.2,Junior Developer,6.72,2,4,0.5215,1,11.5
