college_tier,cgpa,internships,github_projects,backlogs,hackathons,certifications,advanced_skills,intermediate_skills,basic_skills,aptitude_score,job_role,salary_lpa,college_tier_encoded,job_role_encoded,salary_log
Tier 1,5.49,1,4,0,1,2,1,3,0,36.4,Junior Developer,4.81,3,4,1.7595805708638197
Tier 1,9.28,3,2,0,0,3,2,2,2,74.4,Backend Developer,17.33,3,0,2.9085390618516134
Tier 2,8.41,2,0,0,3,3,2,1,3,59.1,Data Analyst,12.97,2,1,2.6369121732688705
Tier 2,7.03,3,0,0,2,1,1,1,0,51.4,Data Scientist,15.81,2,2,2.8219739474205245
Tier 3,6.65,0,5,1,1,3,0,0,2,41.0,Junior Developer,6.5,1,4,2.0149030205422647
Tier 3,9.08,3,2,0,1,2,1,2,2,71.8,Software Engineer,21.4,1,6,3.109060958860994
Tier 1,5.82,1,0,0,0,2,1,2,0,51.4,Junior Developer,6.14,3,4,1.965712776351493
Tier 3,7.0,1,4,1,2,3,1,0,0,49.5,Data Scientist,12.3,1,2,2.5877640352277083
Tier 2,8.48,1,3,0,0,3,1,2,2,63.8,DevOps Engineer,19.16,2,3,3.0037004432031678
Tier 2,7.55,2,1,1,2,1,2,0,1,55.0,Data Scientist,16.12,2,2,2.840247370713596
Tier 3,7.16,0,3,0,0,1,1,3,0,49.1,Web Developer,14.31,1,7,2.7285062096695922
Tier 2,7.1,2,3,0,2,1,1,2,1,49.6,Backend Developer,16.59,2,0,2.8673305587494666
Tier 1,5.34,0,4,1,2,1,0,3,1,40.7,Junior Developer,3.36,3,4,1.4724720573609429
Tier 2,6.88,1,5,1,2,2,0,0,1,45.2,Data Analyst,6.44,2,1,2.0068708488450007
Tier 1,6.29,1,1,0,3,5,1,1,1,51.2,Junior Developer,8.77,3,4,2.2793164660546914
Tier 1,9.73,0,2,0,3,1,1,1,1,77.4,Backend Developer,17.24,3,0,2.9036169846461855
Tier 1,6.75,0,1,0,1,3,0,2,1,42.9,Software Engineer,8.0,3,6,2.1972245773362196
Tier 2,7.15,2,1,0,0,1,0,0,1,45.6,DevOps Engineer,6.28,2,3,1.9851308622085946
Tier 3,7.16,2,0,0,0,0,0,1,2,40.3,DevOps Engineer,7.31,1,3,2.1174596088673567
Tier 3,7.38,0,2,0,2,2,1,2,0,56.4,Backend Developer,13.62,1,0,2.6823904543216326
Tier 3,6.38,0,3,1,0,2,0,0,1,36.2,Data Analyst,6.2,1,1,1.9740810260220096
Tier 2,5.92,2,3,2,2,5,0,1,1,33.6,Junior Developer,4.56,2,4,1.715598108262491
Tier 2,7.51,1,3,1,0,2,1,2,1,53.1,Backend Developer,15.65,2,0,2.8124102164264526
Tier 2,6.76,1,2,1,1,1,1,0,1,63.7,DevOps Engineer,10.36,2,3,2.4300984132930052
Tier 2,6.25,1,5,0,1,2,1,2,1,47.7,Backend Developer,9.93,2,0,2.391511302188447
Tier 2,8.19,0,2,0,0,3,1,1,1,55.9,Data Scientist,18.78,2,2,2.984671326194566
Tier 2,7.06,0,5,2,0,1,0,3,0,44.5,Backend Developer,10.08,2,0,2.405141681319138
Tier 2,9.55,1,0,0,0,1,2,1,1,82.8,DevOps Engineer,19.58,2,3,3.0243197304059035
Tier 1,5.12,1,4,0,3,4,1,2,0,41.9,Junior Developer,4.43,3,4,1.691939133945844
Tier 3,6.01,0,3,2,1,5,2,2,1,45.8,Software Engineer,9.7,1,6,2.3702437414678603
Tier 3,6.66,2,1,0,2,1,0,1,0,41.6,Web Developer,7.49,1,7,2.138889000323256
Tier 2,7.13,1,3,0,1,1,0,2,1,50.4,Software Engineer,10.16,2,6,2.412335956953165
Tier 2,5.66,2,3,3,2,0,0,2,0,45.6,Web Developer,4.62,2,7,1.7263316639055997
Tier 3,6.85,4,1,2,1,1,1,0,0,54.0,Junior Developer,8.74,1,4,2.2762411176544437
Tier 3,9.17,1,2,0,2,4,1,2,1,71.0,Data Scientist,20.8,1,2,3.0819099697950434
Tier 2,5.83,2,2,3,2,2,2,1,0,57.3,Web Developer,6.01,2,7,1.9473377010464987
Tier 2,6.68,1,1,1,3,2,0,3,0,52.7,DevOps Engineer,8.51,2,3,2.252343876557299
Tier 3,5.03,1,3,0,2,4,1,2,0,28.5,Junior Developer,4.08,1,4,1.6253112615903906
Tier 1,6.51,0,3,0,0,3,2,1,2,40.5,DevOps Engineer,10.05,3,3,2.402430427963762
Tier 3,8.71,1,0,1,0,1,0,1,1,52.1,Data Analyst,10.2,1,1,2.4159137783010487
Tier 3,6.46,0,3,1,3,3,1,0,1,51.0,Junior Developer,8.63,1,4,2.2648832258100344
Tier 3,5.29,1,1,0,1,0,0,1,0,33.9,Junior Developer,3.67,1,4,1.541159071680806
Tier 3,5.41,0,3,1,0,1,0,1,0,31.5,Junior Developer,3.28,1,4,1.4539530095937052
Tier 3,5.9,1,1,0,1,2,1,2,1,42.3,Web Developer,5.94,1,7,1.937301774518713
Tier 3,7.26,1,6,0,1,2,2,2,1,53.5,Software Engineer,16.15,1,6,2.8419981736119486
Tier 3,7.04,3,1,0,1,3,2,1,0,45.5,Backend Developer,16.17,1,0,2.843163674909384
Tier 1,6.84,0,1,2,1,1,1,1,0,53.6,Backend Developer,10.26,3,0,2.421256622711544
Tier 2,5.5,1,1,1,0,1,4,0,0,47.9,Junior Developer,6.29,2,4,1.986503546020567
Tier 1,5.35,2,2,1,0,3,1,2,0,34.8,Junior Developer,4.84,3,4,1.7647307968401356
Tier 2,7.17,0,1,0,1,1,2,0,1,54.7,Data Analyst,12.88,2,1,2.6304489550786583
Tier 2,6.95,0,3,2,2,2,1,0,3,60.6,Data Analyst,9.8,2,1,2.379546134130174
Tier 3,7.46,3,1,0,3,3,2,1,1,59.4,Backend Developer,16.04,1,0,2.8355635214011694
Tier 2,8.02,2,2,2,3,0,1,1,3,70.2,DevOps Engineer,19.52,2,3,3.021400020302569
Tier 2,8.94,0,1,1,0,2,0,4,0,60.6,DevOps Engineer,10.13,2,3,2.4096441652874536
Tier 3,4.0,2,1,0,0,0,1,0,2,36.5,Junior Developer,4.14,1,4,1.6370530794670737
Tier 2,7.22,0,6,1,1,3,2,1,0,65.8,Data Scientist,16.35,2,2,2.8535925063928684
Tier 3,6.9,0,1,2,1,3,1,1,1,56.1,DevOps Engineer,9.41,1,3,2.3427668826268775
Tier 1,7.49,2,2,0,1,2,0,3,2,57.7,Backend Developer,10.05,3,0,2.402430427963762
Tier 1,7.42,1,5,1,2,2,0,0,1,48.8,Data Analyst,6.55,3,1,2.0215475632609334
Tier 3,6.85,1,2,3,1,3,1,1,1,47.0,Backend Developer,10.49,1,0,2.4414770918606643
Tier 3,7.43,1,3,0,1,0,1,1,1,53.1,Junior Developer,8.99,1,4,2.301584592660462
Tier 2,7.03,1,1,0,0,1,0,2,0,40.8,Backend Developer,10.38,2,0,2.431857428698185
Tier 1,6.31,1,1,1,1,1,2,1,1,47.5,Backend Developer,9.92,3,0,2.390595970316759
Tier 3,8.92,0,3,0,2,4,0,2,0,67.3,Web Developer,10.68,1,7,2.457877977400081
Tier 2,6.5,1,0,0,2,0,0,1,2,48.3,DevOps Engineer,8.06,2,3,2.203869120054888
Tier 3,5.78,2,4,0,0,4,0,2,2,41.7,Junior Developer,4.75,1,4,1.749199854809259
Tier 2,8.94,0,1,0,1,2,0,1,2,66.4,Data Analyst,10.19,2,1,2.4150205223238337
Tier 3,9.01,0,0,0,2,4,1,2,2,55.6,DevOps Engineer,17.97,1,3,2.9428587839469227
Tier 3,7.5,0,2,1,1,2,0,4,1,43.5,Backend Developer,9.77,1,0,2.3767644911682972
Tier 2,8.62,2,2,1,2,3,1,1,3,69.7,Data Analyst,13.16,2,1,2.6504210882655737
Tier 1,6.62,1,2,2,2,3,2,2,1,60.8,Web Developer,10.38,3,7,2.431857428698185
Tier 1,6.87,2,5,1,2,2,0,2,2,45.8,Junior Developer,7.34,3,4,2.1210632163706555
Tier 2,8.58,1,2,1,1,2,1,1,0,61.7,Backend Developer,17.38,2,0,2.911263116927541
Tier 2,6.82,0,1,1,2,4,0,2,2,56.8,Backend Developer,8.08,2,0,2.206074192613202
Tier 2,6.39,0,1,0,1,2,2,2,1,51.8,Junior Developer,9.08,2,4,2.3105532626432224
Tier 2,4.95,1,5,1,1,2,0,1,0,50.5,Junior Developer,3.63,2,4,1.5325568680981427
Tier 2,6.25,0,1,1,1,3,0,2,3,48.8,Backend Developer,8.04,2,0,2.201659174404085
Tier 2,6.62,0,4,1,1,4,0,1,1,46.5,Junior Developer,8.56,2,4,2.25758772706331
Tier 2,7.5,2,2,0,1,4,1,1,2,53.0,Software Engineer,16.21,2,6,2.845490610223448
Tier 3,7.03,0,0,1,3,1,2,1,0,48.0,Backend Developer,12.73,1,0,2.6195832197798796
Tier 2,8.24,1,0,0,2,3,0,0,1,46.4,Data Analyst,6.22,2,1,1.9768549529047348
Tier 3,9.34,0,1,0,1,2,0,1,1,67.0,Backend Developer,10.22,1,0,2.4176979000945504
Tier 1,5.84,2,3,2,1,2,2,1,1,48.0,Junior Developer,6.36,3,4,1.9960599327407849
Tier 3,6.47,1,1,1,0,1,0,1,1,43.2,Junior Developer,5.75,1,4,1.9095425048844386
Tier 3,5.36,1,3,1,0,1,0,2,2,46.7,Junior Developer,3.61,1,4,1.528227857008557
Tier 3,7.12,0,2,1,1,3,0,3,0,50.5,DevOps Engineer,8.91,1,3,2.2935443483418965
Tier 3,4.85,3,3,2,1,4,1,0,0,26.2,Junior Developer,4.48,1,4,1.7011051009599243
Tier 2,7.02,0,1,0,3,3,3,0,2,53.1,Data Scientist,16.31,2,2,2.851284369188118
Tier 1,7.53,2,1,1,1,1,0,1,0,58.7,Software Engineer,10.59,3,6,2.4501426573516603
Tier 2,4.15,0,4,0,0,1,0,1,0,41.3,Junior Developer,3.39,2,4,1.4793292270870801
Tier 3,5.28,3,0,1,1,2,2,0,1,51.4,Junior Developer,4.78,1,4,1.7544036826842861
Tier 3,7.58,1,4,0,3,3,1,1,2,63.5,DevOps Engineer,16.08,1,3,2.837908188360424
Tier 2,4.66,0,3,2,1,0,2,1,0,38.7,Junior Developer,4.53,2,4,1.7101878155342434
Tier 2,8.2,2,0,1,1,3,0,3,0,59.0,DevOps Engineer,10.34,2,3,2.428336298299606
Tier 2,8.41,0,1,1,0,1,0,1,0,59.6,Web Developer,9.71,2,7,2.3711778844596574
Tier 1,7.11,1,2,0,3,2,2,1,2,54.2,Data Scientist,16.26,3,2,2.848391685655282
Tier 3,7.5,2,0,1,4,3,2,2,1,61.7,Backend Developer,15.98,1,0,2.8320361808832013
Tier 3,7.09,0,1,0,2,1,2,2,1,54.9,DevOps Engineer,15.7,1,3,2.8154087194227095
Tier 3,7.0,0,2,2,1,2,0,2,3,43.2,DevOps Engineer,7.17,1,3,2.1004689088719113
Tier 2,5.1,1,1,2,4,1,0,2,0,38.2,Junior Developer,3.55,2,4,1.5151272329628591
Tier 1,5.9,1,0,1,0,2,1,0,2,53.4,Junior Developer,5.62,3,4,1.890095369948917
Tier 3,9.37,2,0,0,4,5,2,0,2,76.1,ML Engineer,22.87,1,5,3.1726224403507386
Tier 2,7.17,2,2,0,3,3,1,1,0,56.7,DevOps Engineer,15.93,2,3,2.829087196145044
Tier 2,8.67,0,1,0,1,2,0,0,1,65.7,DevOps Engineer,6.89,2,3,2.065596134857783
Tier 2,5.07,0,0,1,2,4,0,1,0,33.1,Junior Developer,3.7,2,4,1.547562508716013
Tier 2,6.39,0,2,0,2,1,2,1,2,47.6,Backend Developer,9.9,2,0,2.388762789235098
Tier 2,6.79,0,0,2,3,1,0,0,1,43.8,Backend Developer,6.46,2,0,2.0095554142156695
Tier 2,7.65,3,4,1,0,0,0,2,2,40.5,Data Analyst,10.18,2,1,2.414126467726953
Tier 1,6.2,1,1,3,1,0,2,1,2,51.7,Junior Developer,8.71,3,4,2.2731562823032334
Tier 2,8.38,0,2,1,2,2,2,3,1,49.6,Data Scientist,23.54,2,2,3.2003044392827653
Tier 2,6.35,2,1,1,3,5,0,1,0,43.5,Web Developer,7.59,2,7,2.150598735996164
Tier 2,7.34,0,4,0,0,3,0,1,0,50.3,Backend Developer,10.3,2,0,2.424802725718295
Tier 2,5.61,2,1,2,1,2,0,0,1,44.2,Junior Developer,4.51,2,4,1.706564623164823
Tier 2,7.83,2,1,1,2,1,0,2,2,61.4,DevOps Engineer,9.97,2,3,2.395164274287139
Tier 2,6.42,0,3,0,2,1,1,1,3,46.0,Data Analyst,10.04,2,1,2.401525040848949
Tier 3,5.2,1,3,2,1,3,0,0,3,42.2,Junior Developer,3.72,1,4,1.551808799597464
Tier 2,7.43,0,1,0,2,0,2,2,0,64.3,Software Engineer,16.03,2,6,2.834976494674597
Tier 2,8.21,0,2,0,3,1,1,2,3,64.6,Web Developer,15.44,2,7,2.7997173896280336
Tier 3,6.86,1,2,1,4,1,0,0,1,60.0,Data Analyst,7.01,1,1,2.080690761080268
Tier 2,6.8,2,0,0,1,1,1,0,1,46.6,Software Engineer,9.55,2,6,2.3561258599220753
Tier 2,8.54,1,2,1,2,1,1,0,0,70.0,Data Scientist,22.03,2,2,3.136797713832594
Tier 3,7.02,4,3,0,3,2,1,0,0,47.3,Data Scientist,15.22,1,2,2.7862450486872667
Tier 3,8.75,0,0,0,2,2,1,1,3,68.2,DevOps Engineer,16.43,1,3,2.8581928595319295
Tier 1,4.54,2,1,1,0,1,1,0,0,40.2,Junior Developer,4.93,3,4,1.780024213009634
Tier 1,6.5,0,1,1,1,3,0,3,1,45.3,DevOps Engineer,7.6,3,3,2.151762203259462
Tier 1,7.82,1,3,1,0,0,1,0,0,57.5,Data Scientist,16.02,3,2,2.834389123145228
Tier 3,8.79,0,1,0,2,0,0,1,0,60.3,Backend Developer,10.14,1,0,2.410542234499138
Tier 2,7.22,2,0,2,2,3,3,2,0,66.1,Data Scientist,15.8,2,2,2.8213788864092133
Tier 2,7.5,1,1,0,1,2,0,0,1,49.3,Data Analyst,6.45,2,1,2.0082140323914683
Tier 3,7.05,1,1,0,1,0,0,2,0,56.9,Backend Developer,8.23,1,0,2.222459048514761
Tier 2,7.74,0,1,1,3,2,1,0,2,59.4,Data Scientist,15.87,2,2,2.825536896557877
Tier 3,7.9,1,2,0,0,1,0,2,3,54.3,Backend Developer,9.59,1,0,2.359910159613315
Tier 3,5.66,2,2,2,1,1,2,0,2,55.6,Junior Developer,5.44,1,4,1.8625285401162623
Tier 2,7.14,0,3,3,3,1,2,1,0,63.1,Data Scientist,15.87,2,2,2.825536896557877
Tier 2,7.29,1,1,0,3,1,1,1,0,53.9,Software Engineer,16.06,2,6,2.836736542063533
Tier 3,7.47,0,2,1,2,1,1,1,3,56.3,Data Analyst,12.72,1,1,2.6188546222977394
Tier 3,7.52,2,2,1,2,2,1,1,3,52.7,Backend Developer,14.57,1,0,2.745345985845907
Tier 2,5.87,1,3,1,2,2,1,3,0,51.8,Junior Developer,6.09,2,4,1.958685340544036
Tier 3,6.82,2,0,1,1,0,1,0,0,46.5,Software Engineer,8.48,1,6,2.2491843162669305
Tier 2,7.38,1,1,0,1,2,0,1,0,62.4,DevOps Engineer,10.31,2,3,2.425687290128029
Tier 2,8.47,0,3,0,1,4,1,0,3,64.2,Data Analyst,13.32,2,1,2.6616571615324998
Tier 2,6.93,0,2,0,0,3,1,1,0,48.1,Backend Developer,10.22,2,0,2.4176979000945504
Tier 2,7.65,3,0,0,2,2,0,2,2,52.5,Web Developer,10.16,2,7,2.412335956953165
Tier 3,7.99,1,2,1,1,1,1,2,0,66.4,Software Engineer,14.34,1,6,2.73046379593911
Tier 2,7.89,0,2,0,2,3,1,1,0,61.1,Data Scientist,16.0,2,2,2.833213344056216
Tier 3,6.17,0,1,2,4,3,0,1,0,42.9,Backend Developer,5.82,1,0,1.9198594718553708
Tier 3,5.72,0,0,1,3,0,2,0,2,55.3,Junior Developer,6.05,1,4,1.9530276168241774
Tier 2,7.75,0,2,0,1,3,2,1,2,60.6,Software Engineer,15.77,2,6,2.8195915758351173
Tier 2,7.08,4,4,0,0,3,0,1,2,49.3,Data Analyst,9.98,2,1,2.3960754360813845
Tier 2,6.84,1,2,0,1,1,0,0,1,51.0,DevOps Engineer,6.61,2,3,2.0294631718735947
Tier 2,6.18,0,0,1,0,5,0,1,4,46.4,Backend Developer,8.13,2,0,2.211565694606877
Tier 3,7.05,0,3,0,0,2,1,1,1,61.9,Data Scientist,12.54,1,2,2.605648267484129
Tier 2,8.27,4,0,0,3,3,0,3,3,52.7,Backend Developer,10.4,2,0,2.4336133554004498
Tier 3,7.16,0,2,0,0,3,0,3,1,67.6,Backend Developer,9.62,1,0,2.362739015813793
Tier 1,5.65,0,1,0,2,2,1,1,0,44.9,Junior Developer,5.87,3,4,1.927164106234258
Tier 2,6.76,1,3,1,1,2,1,1,2,53.5,Backend Developer,9.73,2,0,2.373043556642607
Tier 3,5.17,2,0,0,3,3,0,0,1,36.8,Junior Developer,3.28,1,4,1.4539530095937052
Tier 3,6.79,2,0,0,1,2,1,2,1,53.9,Data Analyst,9.93,1,1,2.391511302188447
Tier 2,5.89,1,2,2,1,3,0,0,2,42.3,Junior Developer,5.05,2,4,1.80005827204275
Tier 3,6.88,2,2,4,2,1,1,2,0,47.1,DevOps Engineer,9.75,1,3,2.3749057545736716
Tier 3,5.64,0,2,0,3,1,2,1,1,45.3,Junior Developer,5.74,1,4,1.9080599249242156
Tier 2,6.27,0,0,2,2,2,2,1,1,56.3,Software Engineer,9.56,2,6,2.3570732782781154
Tier 2,5.48,1,2,2,2,2,0,1,0,29.4,Junior Developer,3.32,2,4,1.463255402256019
Tier 2,8.59,2,1,0,3,0,0,0,1,59.1,Data Analyst,5.95,2,1,1.9387416595767009
Tier 3,6.58,0,1,1,1,1,0,3,1,37.0,Junior Developer,7.3,1,4,2.1162555148025524
Tier 1,6.77,0,2,0,1,0,1,2,2,54.6,Junior Developer,9.13,3,4,2.315501318260592
Tier 2,7.25,2,0,1,1,1,2,2,0,60.3,Data Scientist,16.36,2,2,2.854168709232204
Tier 1,6.07,0,4,1,0,2,0,3,1,39.5,Data Analyst,7.49,3,1,2.138889000323256
Tier 2,6.33,1,1,0,2,7,0,1,0,34.5,Web Developer,7.73,2,7,2.166765369851511
Tier 2,4.83,1,0,1,0,1,0,2,1,32.2,Junior Developer,4.01,2,4,1.6114359150967734
Tier 3,6.64,1,1,1,0,2,2,1,0,57.1,Web Developer,10.22,1,7,2.4176979000945504
Tier 1,10.0,2,2,1,1,3,0,2,2,56.5,Data Analyst,10.81,3,1,2.468946630209271
Tier 3,5.18,0,3,0,1,2,1,0,0,46.8,Junior Developer,4.06,1,4,1.6213664832993742
Tier 2,7.55,1,2,0,1,1,2,1,0,59.3,Data Scientist,16.0,2,2,2.833213344056216
Tier 1,7.71,0,3,0,0,3,1,1,3,55.7,Backend Developer,15.41,3,0,2.7978909051019993
Tier 3,6.32,0,4,2,0,1,1,2,1,41.2,Web Developer,9.79,1,7,2.378619779270043
Tier 3,6.26,0,2,0,3,2,0,1,0,38.7,Junior Developer,6.86,1,4,2.061786606441115
Tier 2,7.91,1,1,0,2,3,1,1,1,58.0,Backend Developer,15.81,2,0,2.8219739474205245
Tier 1,6.67,1,3,1,3,2,0,1,0,49.2,DevOps Engineer,7.91,3,3,2.187174241482718
Tier 3,4.0,0,3,2,3,0,0,2,0,20.3,Junior Developer,3.48,1,4,1.4996230464268938
Tier 1,8.23,1,1,0,2,3,1,0,0,62.6,Data Scientist,23.59,3,2,3.202339856228101
Tier 3,6.42,1,1,1,1,4,0,1,0,50.0,Backend Developer,6.73,1,0,2.0451088625993306
Tier 2,7.13,0,3,0,0,1,1,1,3,58.4,Data Analyst,13.02,2,1,2.640484881606444
Tier 3,5.97,2,0,0,5,1,1,1,2,42.1,Junior Developer,5.99,1,4,1.944480556245719
Tier 3,7.14,0,2,0,2,3,1,3,1,63.8,Backend Developer,15.2,1,0,2.785011242238338
Tier 2,8.74,0,1,1,2,0,2,2,1,64.7,Software Engineer,21.81,2,6,3.1271990362962967
Tier 3,7.9,4,1,0,0,1,0,2,1,52.4,Backend Developer,10.06,1,0,2.403334996094189
Tier 2,9.37,0,1,0,3,3,1,2,1,63.1,Backend Developer,17.14,2,0,2.8981194446869907
Tier 3,8.14,0,0,2,1,1,2,0,0,67.4,Data Scientist,11.75,1,2,2.545531271604435
Tier 2,7.14,0,0,0,1,3,0,0,1,52.7,DevOps Engineer,6.42,2,3,2.004179057179289
Tier 3,5.34,2,3,2,1,1,1,0,2,40.9,Junior Developer,4.55,1,4,1.713797927758343
Tier 2,9.39,0,4,0,1,4,1,0,1,67.0,Backend Developer,17.51,2,0,2.9183111265854063
Tier 3,5.25,2,4,1,2,3,0,0,1,36.0,Junior Developer,3.94,1,4,1.597365331199831
Tier 3,5.95,2,1,2,0,1,1,0,2,40.8,Junior Developer,6.42,1,4,2.004179057179289
Tier 2,6.46,1,3,1,2,2,2,1,2,52.3,Data Analyst,10.15,2,1,2.411439497906128
Tier 2,7.07,0,2,0,2,1,2,2,0,50.8,Backend Developer,15.65,2,0,2.8124102164264526
Tier 3,7.04,1,5,0,3,2,1,1,2,49.7,Backend Developer,15.14,1,0,2.7813006628418027
Tier 3,4.58,1,5,1,0,2,2,0,1,43.4,Junior Developer,4.61,1,4,1.724550719534605
Tier 1,7.38,1,3,0,2,1,1,2,1,53.7,Data Scientist,15.28,3,2,2.7899373605743945
Tier 2,5.36,2,2,0,3,1,1,2,1,34.9,Junior Developer,4.51,2,4,1.706564623164823
Tier 2,5.24,1,3,0,1,2,0,3,0,45.0,Junior Developer,3.19,2,4,1.4327007339340463
Tier 1,6.77,0,1,2,1,3,0,0,2,41.1,Data Analyst,6.43,3,1,2.005525858729668
Tier 2,6.62,2,3,0,0,2,2,1,2,57.1,DevOps Engineer,9.89,2,3,2.387844936944869
Tier 1,7.04,0,1,0,3,3,0,4,1,53.5,Junior Developer,8.31,3,4,2.231089091288976
Tier 3,4.0,2,0,1,0,4,2,0,0,33.5,Junior Developer,5.05,1,4,1.80005827204275
Tier 1,8.41,1,2,2,0,1,1,1,4,63.7,DevOps Engineer,19.82,3,3,3.035914063186823
Tier 3,6.01,1,0,1,3,0,0,2,1,53.2,Backend Developer,6.43,1,0,2.005525858729668
Tier 2,4.88,0,2,0,0,3,1,0,1,39.9,Junior Developer,4.7,2,4,1.7404661748405046
Tier 3,5.67,1,2,0,2,1,1,1,0,45.1,Web Developer,5.86,1,7,1.925707441737794
Tier 2,7.73,1,2,0,2,1,2,2,1,56.2,Backend Developer,15.95,2,0,2.830267833826459
Tier 3,7.26,0,1,1,0,3,0,1,0,55.5,Backend Developer,6.2,1,0,1.9740810260220096
Tier 2,7.12,1,4,0,1,2,0,0,1,43.7,DevOps Engineer,5.98,2,3,1.9430489167742813
Tier 1,5.18,2,2,2,2,2,0,0,2,35.2,Junior Developer,3.27,3,4,1.451613827240533
Tier 3,4.0,1,3,1,2,0,2,0,0,35.4,Junior Developer,4.38,1,4,1.682688374173693
Tier 3,7.58,1,1,0,2,5,1,0,0,58.6,Data Scientist,12.84,1,2,2.6275629501895237
Tier 3,6.32,0,1,1,2,3,0,2,3,49.3,Data Analyst,7.68,1,1,2.1610215286722587
Tier 2,6.76,0,1,3,1,1,1,0,1,52.1,DevOps Engineer,10.01,2,3,2.3988039507345884
Tier 2,6.14,3,3,0,2,2,2,1,1,55.8,Junior Developer,8.8,2,4,2.2823823856765264
Tier 1,9.17,2,1,0,1,1,1,1,1,69.9,Backend Developer,17.24,3,0,2.9036169846461855
Tier 2,7.54,2,0,0,2,2,2,0,2,62.2,Web Developer,15.53,2,7,2.805176911832933
Tier 2,6.53,2,2,1,1,3,0,2,0,48.5,Backend Developer,7.65,2,0,2.157559320943788
Tier 2,5.66,0,2,0,1,5,0,1,2,35.8,Junior Developer,4.84,2,4,1.7647307968401356
Tier 3,9.35,2,4,2,1,0,1,4,0,69.2,Web Developer,15.28,1,7,2.7899373605743945
Tier 1,6.16,0,1,1,1,0,2,1,1,39.7,Backend Developer,10.18,3,0,2.414126467726953
Tier 2,7.87,2,2,1,1,2,0,3,2,52.9,Backend Developer,10.66,2,0,2.4561641809223462
Tier 2,7.41,2,3,0,3,0,3,1,1,72.9,Data Scientist,16.23,2,2,2.8466520505398383
Tier 1,7.99,0,2,1,3,2,1,1,1,51.9,Data Analyst,13.6,3,1,2.681021528714291
Tier 3,8.86,2,1,0,0,3,2,1,1,71.9,Data Scientist,20.65,1,2,3.075005454448499
Tier 3,7.36,1,2,0,2,1,0,1,0,52.9,Backend Developer,8.27,1,0,2.2267833795777636
Tier 2,6.29,1,2,1,2,1,1,2,2,49.4,Web Developer,9.94,2,7,2.392425796993835
Tier 3,5.76,0,4,1,2,2,1,0,2,46.1,Junior Developer,5.84,1,4,1.922787731634459
Tier 2,9.24,0,1,0,3,1,0,3,0,64.9,Web Developer,10.4,2,7,2.4336133554004498
Tier 1,7.82,0,1,0,1,3,1,0,1,54.1,Data Analyst,12.94,3,1,2.6347624053323777
Tier 3,7.87,0,0,0,0,0,0,2,0,57.8,Backend Developer,7.0,1,0,2.0794415416798357
Tier 2,6.55,1,4,1,3,1,1,2,0,47.6,Software Engineer,9.6,2,6,2.3608540011180215
Tier 2,7.4,0,3,1,1,4,0,0,1,50.2,Junior Developer,6.72,2,4,2.0438143640366846
Tier 2,5.71,1,2,0,0,1,0,3,0,31.1,Junior Developer,5.11,2,4,1.809926773183504
Tier 1,5.48,0,1,3,2,0,0,2,2,30.1,Junior Developer,3.58,3,4,1.5216989981260935
Tier 2,6.21,2,2,0,1,3,2,0,2,54.3,Data Analyst,10.24,2,1,2.419478844465545
Tier 1,4.96,2,2,1,2,3,0,1,1,34.3,Junior Developer,3.37,3,4,1.4747630091074988
Tier 2,7.43,0,3,0,2,2,0,2,1,55.2,DevOps Engineer,10.59,2,3,2.4501426573516603
Tier 1,4.97,0,0,1,1,3,1,0,2,44.8,Junior Developer,4.2,3,4,1.6486586255873816
Tier 2,6.6,3,1,1,4,0,0,1,1,44.0,DevOps Engineer,8.22,2,3,2.2213750375685026
Tier 2,6.89,1,1,3,0,2,2,1,2,49.7,DevOps Engineer,10.03,2,3,2.400618833265411
Tier 2,7.22,2,2,0,3,2,0,2,0,45.0,Software Engineer,10.06,2,6,2.403334996094189
Tier 1,6.58,0,2,2,2,2,0,1,1,42.5,Web Developer,8.62,3,7,2.263844264677615
Tier 2,6.06,0,4,3,1,2,1,1,1,54.8,Junior Developer,8.83,2,4,2.285438934159075
Tier 3,8.58,0,0,1,2,3,0,2,0,51.9,Backend Developer,10.2,1,0,2.4159137783010487
Tier 1,9.17,0,1,1,0,2,1,3,2,65.6,Software Engineer,22.38,3,6,3.1518809560439225
Tier 2,5.6,1,3,1,1,2,1,2,1,38.9,Web Developer,6.47,2,7,2.010894999144726
Tier 2,6.31,2,2,1,0,1,0,1,1,50.9,Junior Developer,8.38,2,4,2.238579763018133
Tier 1,6.79,2,1,0,2,2,2,3,0,62.1,Backend Developer,10.13,3,0,2.4096441652874536
Tier 3,8.52,0,4,2,1,1,1,2,2,52.6,Software Engineer,16.82,1,6,2.8803214220426634
Tier 2,5.95,1,0,0,2,4,1,1,1,47.4,Web Developer,5.95,2,7,1.9387416595767009
Tier 3,6.23,2,0,2,1,2,0,1,1,45.0,Data Analyst,5.44,1,1,1.8625285401162623
Tier 1,7.69,1,2,0,1,1,1,0,0,52.7,ML Engineer,15.81,3,5,2.8219739474205245
Tier 3,9.2,0,3,1,1,0,2,2,1,69.8,Backend Developer,17.42,1,0,2.913437030827161
Tier 2,7.04,0,2,0,1,2,1,3,0,57.7,Software Engineer,16.2,2,6,2.8449093838194073
